0	198
0	200
0	199
0	197
0	197
0	198
0	197
1	197
0	199
0	196
0	198
0	197
0	199
0	198
0	199
0	195
0	199
0	198
0	199
1	198
0	195
0	199
0	197
0	199
0	199
1	198
0	197
1	197
1	200
0	199
1	198
0	199
0	198
0	199
1	197
0	199
0	194
0	198
0	196
0	198
1	199
0	198
0	198
1	199
0	198
0	198
0	199
0	197
0	198
0	198
1	197
0	197
0	197
0	198
0	197
0	199
0	197
1	199
0	193
0	199
0	195
0	197
0	197
0	196
0	198
1	199
0	197
0	199
0	199
0	198
0	198
0	196
0	198
0	198
0	198
0	198
0	195
0	199
0	193
0	196
0	195
1	197
0	198
0	198
0	199
0	199
0	197
1	197
0	198
0	198
1	197
0	199
0	198
0	195
0	196
0	199
0	197
1	199
0	194
0	195
0	197
0	198
1	198
0	194
1	199
0	199
0	199
1	195
0	195
1	197
0	199
0	197
0	197
0	199
1	196
0	195
0	196
0	198
0	197
0	198
0	195
1	199
0	197
0	197
0	198
1	199
0	199
0	197
0	198
0	199
0	196
0	199
1	193
0	199
0	198
0	197
0	197
1	198
0	197
0	196
0	199
0	194
1	196
0	199
0	199
0	198
0	199
1	199
0	198
0	197
0	196
0	198
0	199
1	197
0	197
0	194
0	197
0	199
1	198
0	200
0	197
0	199
1	196
0	199
0	199
0	200
0	198
0	198
0	194
0	197
1	197
0	199
0	199
0	197
0	197
0	199
0	197
0	197
0	199
1	199
0	198
0	199
0	198
0	199
0	199
1	199
0	200
0	197
0	197
1	198
0	199
0	198
0	199
0	197
1	200
0	196
0	198
0	199
1	199
0	200
0	198
0	198
0	195
0	198
1	199
0	199
0	199
1	198
0	198
0	199
0	197
1	199
0	199
0	199
1	198
0	199
0	199
1	198
0	199
0	198
0	198
0	197
1	196
0	199
0	199
0	198
0	198
1	198
0	200
0	197
1	199
0	194
1	199
0	197
0	200
1	196
0	199
0	199
0	197
1	199
0	197
0	198
0	198
0	198
1	197
0	198
0	195
0	196
1	196
0	197
0	197
0	199
1	199
1	198
1	197
0	199
0	196
0	195
0	198
1	196
0	199
0	198
0	196
1	196
0	198
0	199
0	198
1	195
0	196
0	199
0	198
1	196
0	198
0	199
1	198
0	193
0	197
1	199
0	198
0	199
1	197
0	194
0	199
0	199
0	196
0	199
0	197
0	198
0	199
0	197
0	199
0	197
0	197
0	198
1	198
0	199
0	199
0	199
0	196
0	195
0	196
0	197
0	195
0	198
0	198
0	197
0	198
0	198
0	199
1	199
0	198
0	197
0	198
0	196
0	199
0	199
0	198
0	199
0	193
0	198
0	195
0	199
0	197
1	198
0	193
0	198
0	199
0	196
0	197
0	198
0	198
0	199
0	197
0	196
0	197
0	197
0	197
0	198
1	192
0	197
0	198
0	195
0	193
0	196
0	200
0	197
0	198
0	195
0	199
0	199
0	199
1	197
0	199
0	198
0	197
0	198
0	197
0	196
0	197
0	198
0	197
0	198
0	199
0	197
0	198
1	199
0	196
0	197
0	199
0	197
0	198
0	198
0	198
0	199
0	198
0	198
0	199
0	194
0	198
1	200
0	197
0	198
0	197
0	199
0	198
0	199
0	198
0	199
0	196
0	200
0	198
0	197
0	197
1	197
0	198
0	195
0	196
0	197
0	198
0	197
0	197
0	199
0	198
0	194
0	198
0	197
0	195
0	197
0	199
0	200
0	199
0	199
1	198
0	195
0	199
0	199
0	197
0	196
0	199
0	197
0	194
0	194
0	198
0	196
0	198
0	198
0	199
0	195
0	196
0	196
1	197
0	198
0	197
0	198
0	199
0	198
0	196
0	200
0	198
0	198
0	198
0	196
0	198
1	198
0	199
0	197
0	197
0	195
0	196
0	199
0	199
0	198
0	196
0	199
0	197
1	197
0	196
0	197
0	199
0	199
0	198
0	197
0	198
0	198
0	199
0	197
0	197
0	199
0	198
0	198
0	198
0	198
0	197
0	194
0	198
0	198
1	198
0	196
0	196
0	198
0	194
0	198
0	198
0	199
0	199
0	199
0	199
0	198
0	198
0	197
0	199
0	196
0	200
0	197
0	199
0	198
1	199
0	198
0	196
0	199
0	197
0	197
0	199
0	199
0	197
0	197
0	196
0	198
0	199
0	198
0	696
0	199
0	197
0	199
0	199
0	194
0	194
0	193
1	196
0	193
0	197
0	197
0	197
0	196
0	196
0	198
0	199
0	197
0	199
0	195
0	196
0	196
0	194
0	198
0	199
0	197
0	196
0	196
0	197
0	196
0	198
0	199
0	195
0	199
0	196
0	198
0	197
1	199
0	196
0	198
0	199
0	199
0	198
0	199
0	198
0	192
0	198
0	197
0	199
0	196
0	198
0	199
0	192
0	197
0	199
0	197
0	199
0	198
1	196
0	199
0	199
0	196
0	200
0	197
0	198
0	199
0	199
0	198
0	198
1	198
0	198
0	199
0	198
0	199
0	198
0	199
0	196
0	197
1	199
0	197
0	197
0	198
0	198
0	199
0	196
0	196
0	196
0	199
0	199
0	197
0	196
0	195
0	199
0	198
0	196
0	198
1	197
0	199
0	198
0	198
0	199
0	199
0	199
0	195
0	197
0	198
0	198
0	198
0	197
1	198
0	198
0	198
0	198
0	199
0	197
0	198
0	199
0	199
0	196
0	196
0	199
0	196
0	196
0	199
0	199
0	199
1	199
0	196
0	200
0	198
0	198
0	198
0	199
0	199
0	197
0	199
0	197
0	196
0	199
0	198
0	197
0	195
0	195
0	197
0	197
0	199
0	199
0	198
0	199
0	196
0	198
0	197
0	198
0	195
0	198
1	200
0	196
0	198
0	198
0	199
0	199
0	197
0	198
0	198
0	198
0	199
0	197
0	198
0	198
0	197
0	197
0	196
0	197
0	198
0	199
0	199
0	196
0	199
0	199
0	197
0	198
0	198
0	196
0	198
1	197
0	197
0	199
0	200
0	196
0	198
0	198
0	197
0	196
0	197
0	198
0	197
0	196
0	197
0	198
0	199
0	199
0	199
0	199
0	198
0	197
0	199
0	198
0	198
0	198
0	198
0	199
0	199
1	199
0	199
0	197
0	197
0	199
0	198
0	199
0	199
0	198
0	197
0	197
0	199
0	198
0	197
0	198
0	196
0	198
0	197
0	195
0	196
0	199
0	199
0	199
0	197
0	196
0	198
1	199
0	196
0	198
0	199
0	198
0	197
0	198
0	196
0	198
0	197
0	195
0	197
0	197
0	196
0	195
0	194
1	199
0	198
0	198
0	195
0	197
0	198
0	198
0	198
0	197
0	199
0	198
0	197
0	196
0	198
0	197
0	198
0	198
0	197
0	199
0	198
0	199
0	198
0	198
0	198
0	196
0	196
0	197
1	198
0	198
0	196
0	198
0	197
0	195
0	197
0	199
0	198
0	196
0	198
0	198
0	198
0	192
0	198
0	196
0	196
0	195
0	197
0	196
0	197
0	199
0	194
1	196
0	198
0	197
0	198
0	193
0	197
0	199
0	199
0	198
0	198
0	198
0	197
0	199
0	198
0	196
0	194
0	199
0	194
0	199
0	198
0	198
0	196
0	196
0	193
0	200
0	198
0	198
0	195
0	196
1	195
0	200
0	196
0	199
0	197
0	197
0	198
0	196
0	195
0	199
0	195
0	200
0	197
0	198
0	197
0	194
0	200
0	198
0	199
0	200
0	198
0	199
0	196
0	195
0	199
0	198
0	198
0	197
0	199
1	198
0	198
0	198
0	197
0	197
0	198
0	198
0	197
0	198
0	198
0	199
0	197
0	196
0	197
0	198
0	198
0	198
0	198
0	196
0	197
0	199
0	197
0	199
0	199
0	195
1	197
0	197
0	199
0	198
0	199
0	197
0	195
0	199
0	198
0	195
0	197
0	196
0	197
0	198
0	195
0	197
0	194
1	199
0	198
0	199
0	198
0	196
0	197
0	197
0	198
0	198
0	199
0	199
0	197
0	198
0	196
0	197
0	198
1	197
0	197
0	199
0	199
0	200
0	196
0	197
0	198
0	200
0	198
0	199
0	199
0	198
0	199
0	196
0	195
0	200
1	198
0	198
0	195
0	198
0	198
0	198
0	197
0	198
0	196
0	198
0	195
0	198
0	199
0	194
0	199
0	199
0	195
0	198
0	200
0	198
1	195
0	198
0	198
0	198
0	197
0	199
0	198
0	198
0	200
0	199
0	198
0	199
0	197
0	198
0	197
0	197
0	195
0	198
0	196
1	199
0	198
0	197
0	197
0	199
0	198
0	198
0	196
0	193
0	199
0	199
0	197
0	197
0	197
0	196
0	199
0	198
1	197
0	194
0	199
0	198
0	196
0	198
0	194
0	197
0	198
0	195
0	199
0	198
0	200
0	197
0	199
0	199
0	196
1	198
0	195
0	198
0	198
0	196
0	197
0	196
0	197
0	198
0	198
0	198
0	197
0	198
0	199
0	200
0	197
0	196
1	196
0	196
0	199
0	199
0	199
0	197
0	199
0	199
0	197
0	198
0	200
0	199
1	199
0	199
0	199
0	198
0	199
0	197
0	199
0	200
0	198
0	196
2	198
0	195
1	199
0	197
0	199
0	198
0	197
0	194
0	199
0	197
0	196
0	199
0	197
0	195
0	197
0	197
0	195
1	195
0	197
0	197
0	199
0	197
0	199
0	196
0	197
0	197
0	198
0	197
0	200
0	199
0	198
0	194
0	196
0	199
1	199
0	196
0	199
0	196
0	200
0	199
0	196
0	198
0	197
0	199
0	198
0	195
1	199
0	198
0	196
0	198
0	196
0	197
0	196
0	197
0	199
0	198
0	196
0	196
0	199
0	197
0	199
0	199
0	197
1	199
0	198
0	196
0	199
0	199
0	196
0	198
0	198
0	197
0	198
0	197
1	198
0	199
0	192
0	198
0	197
0	198
0	197
0	199
1	196
0	198
0	199
0	197
0	198
0	195
1	199
0	198
0	198
0	198
0	199
0	199
0	196
1	196
0	199
0	198
0	198
0	198
0	199
0	199
0	198
1	199
0	199
0	200
0	195
0	199
0	200
0	196
1	191
0	198
0	198
0	198
0	198
0	199
0	197
0	197
1	198
0	199
0	197
0	197
0	199
0	199
1	199
0	196
0	197
1	196
0	199
0	198
1	198
0	198
0	199
0	198
1	198
0	198
0	200
0	199
0	199
0	197
0	198
0	197
1	198
0	196
0	198
0	195
0	197
0	199
0	196
0	198
0	195
0	200
0	196
0	194
0	199
0	198
1	199
0	199
0	193
0	199
0	198
0	198
0	199
0	199
0	198
0	196
0	198
0	196
0	198
0	197
0	196
1	199
0	197
0	196
0	196
0	194
0	195
0	198
0	196
0	198
0	196
0	196
1	196
0	198
0	198
0	197
0	200
0	199
0	198
0	199
0	196
1	200
0	196
0	199
0	197
0	199
0	200
0	198
0	197
0	196
0	198
0	197
0	195
0	196
0	198
1	198
0	198
0	197
0	198
0	196
0	196
0	195
0	197
0	198
0	198
0	199
0	196
0	198
0	197
0	199
0	199
0	198
0	199
0	198
0	199
0	199
1	198
0	200
0	198
0	196
0	198
0	199
0	199
0	197
0	198
0	198
0	197
0	196
0	196
0	198
0	196
0	199
0	198
0	199
1	197
0	199
0	199
0	193
0	197
0	195
0	199
0	199
0	197
0	197
0	200
0	195
0	198
0	194
0	198
0	199
0	198
0	199
0	198
0	198
0	198
1	197
0	198
0	197
0	199
0	198
0	193
0	199
0	199
0	197
0	197
0	198
0	199
0	198
0	194
0	199
0	199
0	194
0	199
0	197
0	198
0	199
0	198
0	196
1	198
0	200
0	197
0	199
0	198
0	197
0	197
0	199
0	199
0	194
0	199
0	199
0	198
0	198
0	199
0	197
0	199
0	198
0	199
0	198
0	196
0	194
0	197
0	196
0	198
0	196
1	199
0	199
0	197
0	197
0	196
0	199
